member_id,genealogy_id,name,gender,birth_year,death_year,biography
10095,1,江鸿,M,1897,1943,
10096,1,江毅,M,1897,1944,
10097,1,江淑,F,1891,1962,
10098,1,江薇玉,F,1893,1962,
10099,1,江俊,M,1896,1977,
10100,1,江松,M,1895,1964,
10101,1,江远,M,1892,1968,
10102,1,江斌,M,1893,1953,
10103,1,江燕,F,1893,1954,
10104,1,江伟,M,1896,1971,
10105,1,江鸿,M,1894,1949,
10106,1,江娜娥,F,1896,1986,
10107,1,江熠,M,1894,1953,
10108,1,江涛,M,1893,1947,
10109,1,江哲,M,1893,1967,
10110,1,江燕,F,1892,1962,
10111,1,江杰,M,1897,1955,
10112,1,唐佳,F,1893,1936,
10113,1,鲁玲丽,F,1894,1944,
10115,1,危云娥,F,1895,1947,
10116,1,陈春,F,1895,1985,
10117,1,徐霞,F,1894,1951,
10118,1,蔡娜欣,F,1898,1954,
10119,1,胡媛蕾,F,1889,1946,
10121,1,伍淑,F,1895,1977,
10122,1,梅莺秀,F,1897,1985,
10123,1,屈颖,F,1894,1934,
10124,1,娄莲,F,1892,1972,
10125,1,尹惠怡,F,1893,1964,
10126,1,唐素惠,F,1895,1970,
10127,1,纪霞,F,1891,1949,
10129,1,方兰,F,1893,1959,
10130,1,高艳,F,1896,1973,
10132,1,席素琪,F,1895,1984,
10133,1,傅婷,F,1897,1987,
10134,1,沈淑,F,1894,1962,
10135,1,郭荣,F,1894,1938,
10136,1,郭欣,F,1898,1959,
10138,1,江磊,M,1913,1954,
10139,1,江云香,F,1908,1971,
10140,1,江玉秀,F,1911,2001,
10141,1,江奕卓,M,1912,1991,
10142,1,江芬,F,1911,1980,
10143,1,江奕,M,1914,1972,
10144,1,江驰,M,1910,1969,
10145,1,江萍,F,1913,1972,
10146,1,江飞熠,M,1912,1996,
10147,1,江奕,M,1911,1987,
10148,1,江爱,F,1908,1995,
10149,1,江芬,F,1909,1988,
10150,1,江珠,F,1913,1996,
10151,1,江彬文,M,1913,1972,
10152,1,江博,M,1909,1999,
10153,1,江芝荣,F,1910,1967,
10154,1,江惠,F,1914,1975,
10155,1,江奕,M,1908,1962,
10156,1,江健,M,1908,1948,
10157,1,江欣梅,F,1911,1998,
10158,1,江淑,F,1914,1977,
10159,1,江驰,M,1912,1956,
10160,1,江惠敏,F,1913,1979,
10161,1,江杰博,M,1910,1957,
10162,1,江鸿,M,1911,1998,
10163,1,江雅,F,1911,1997,
10164,1,江彬,M,1913,1981,
10165,1,江文,M,1914,1997,
10166,1,江燕惠,F,1913,1978,
10167,1,江熠驰,M,1914,1959,
10168,1,江蕾,F,1914,1958,
10169,1,江刚,M,1912,1966,
10170,1,江俊,M,1914,1954,
10171,1,江芬,F,1909,1983,
10172,1,江玲,F,1909,,
10173,1,江明,M,1908,1951,
10174,1,江磊,M,1911,1990,
10175,1,江泽,M,1914,1973,
10176,1,江琳,F,1908,1978,
10177,1,江勇,M,1908,1976,
10178,1,江莺,F,1910,1987,
10179,1,江飞,M,1911,1984,
10180,1,江鸿烨,M,1912,2002,
10181,1,江海,M,1909,1978,
10182,1,江颖雅,F,1908,1968,
10183,1,江军,M,1913,1957,
10184,1,江琪,F,1908,1995,
10185,1,江兰,F,1912,1987,
10186,1,江哲,M,1911,1993,
10187,1,江熠,M,1912,1961,
10188,1,江文俊,M,1914,1989,
10189,1,江莺,F,1912,1979,
10190,1,江烨,M,1914,1997,
10191,1,江兰,F,1910,1969,
10192,1,江颖,F,1909,1985,
10193,1,江军,M,1909,1950,
10194,1,江兰春,F,1909,1978,
10195,1,江欣莲,F,1909,1952,
10196,1,江彬,M,1913,1991,
10197,1,江凤,F,1909,1956,
10198,1,江达,M,1910,1987,
10199,1,江晨健,M,1908,1961,
10200,1,江达,M,1910,1950,
10201,1,江薇莺,F,1909,1983,
10202,1,江媛,F,1911,1971,
10203,1,江飞强,M,1911,1977,
10204,1,江雪,F,1910,1989,
10205,1,江凯,M,1910,1956,
10206,1,江晨奇,M,1913,1974,
10207,1,江波,M,1913,1985,
10208,1,江雅雅,F,1910,1991,
10209,1,江玉,F,1914,1958,
10210,1,江毅,M,1913,2001,
10211,1,江烨,M,1911,1987,
10212,1,贺雅,F,1906,1988,
10213,1,秦春,F,1914,1959,
10214,1,盛欣,F,1909,1996,
10215,1,孙红,F,1912,1963,
10216,1,张淑,F,1910,2000,
10217,1,梅佳梅,F,1910,1999,
10218,1,高洁,F,1912,1978,
10219,1,樊娥,F,1912,1980,
10221,1,孔珠,F,1915,1993,
10222,1,杜香,F,1914,1999,
10223,1,姚云娥,F,1912,1961,
10224,1,余洁秀,F,1910,1982,
10225,1,骆雅彩,F,1911,2001,
10226,1,胡佳秀,F,1906,1974,
10227,1,杜香,F,1909,1987,
10228,1,郑佳,F,1907,1987,
10229,1,危薇云,F,1904,1959,
10230,1,金香,F,1912,1957,
10231,1,傅怡,F,1906,1948,
10232,1,冯颖,F,1912,1998,
10233,1,许兰,F,1914,1988,
10235,1,吴菊,F,1908,1950,
10236,1,任静,F,1910,1999,
10237,1,萧莲,F,1910,1997,
10238,1,卫云,F,1913,1958,
10239,1,韩彩,F,1912,1994,
10241,1,陈洁,F,1907,1972,
10242,1,何莲丽,F,1904,1987,
10243,1,傅瑞莲,F,1914,1956,
10244,1,席琳,F,1911,1974,
10245,1,阮芬,F,1910,1999,
10247,1,盛莺,F,1910,1954,
10248,1,安萍,F,1911,1958,
10249,1,杜莺秀,F,1915,1984,
10250,1,江天,M,1928,2014,
10251,1,江丽菊,F,1931,2007,
10252,1,江霞,F,1931,1998,
10253,1,江辉,M,1925,1998,
10254,1,江浩,M,1926,2011,
10255,1,江健宏,M,1929,1974,
10256,1,江卓熠,M,1929,2006,
10257,1,江刚,M,1929,2007,
10258,1,江秀婷,F,1929,1970,
10259,1,江彩,F,1928,2002,
10260,1,江海勇,M,1927,2010,
10261,1,江林,M,1930,1998,
10262,1,江志,M,1926,1975,
10263,1,江宏凯,M,1926,1998,
10264,1,江玲静,F,1928,1996,
10265,1,江素芝,F,1927,2006,
10266,1,江奇,M,1926,1997,
10267,1,江琳,F,1927,1972,
10268,1,江静爱,F,1926,1988,
10269,1,江芬,F,1931,1979,
10270,1,江海宏,M,1931,1973,
10271,1,江丽,F,1926,1984,
10272,1,江佳,F,1928,1985,
10273,1,江兰,F,1925,2015,
10274,1,江翔,M,1927,1979,
10275,1,江明,M,1926,1998,
10276,1,江远,M,1929,1994,
10277,1,江霞,F,1927,1999,
10278,1,江强,M,1930,2000,
10279,1,江璐,F,1929,2010,
10280,1,江天驰,M,1926,2003,
10281,1,江辉,M,1930,1994,
10282,1,江涛彬,M,1926,2010,
10283,1,江天,M,1928,2007,
10284,1,江明,M,1930,2015,
10285,1,江荣,F,1929,2011,
10286,1,江宸,M,1929,2018,
10287,1,江荣玲,F,1931,2010,
10288,1,江春,F,1927,1981,
10289,1,江宸涛,M,1929,2019,
10290,1,江琳,F,1929,1993,
10291,1,江敏薇,F,1931,1989,
10292,1,江烨天,M,1925,1993,
10293,1,江瑶淑,F,1931,2006,
10294,1,江凯睿,M,1929,1984,
10295,1,江薇,F,1925,1986,
10296,1,江宏,M,1930,1970,
10297,1,江天,M,1930,2000,
10298,1,江彩,F,1931,1991,
10299,1,江玉,F,1929,1971,
10300,1,江海,M,1931,1973,
10301,1,江毅,M,1925,,
10302,1,江月,F,1927,2008,
10303,1,江刚泽,M,1927,1974,
10304,1,江芳,F,1930,1981,
10305,1,江云,F,1929,1994,
10306,1,江斌,M,1925,1971,
10307,1,江伟凯,M,1928,1983,
10308,1,江健,M,1929,1969,
10309,1,江惠,F,1930,2012,
10310,1,江薇,F,1926,1998,
10311,1,江雅,F,1926,1996,
10312,1,江宏,M,1929,2013,
10313,1,江红,F,1931,2013,
10314,1,江军,M,1930,2020,
10315,1,江菊,F,1929,1979,
10316,1,江薇,F,1928,1981,
10317,1,江洋,M,1925,1993,
10318,1,江洋,M,1929,2005,
10319,1,江敏,F,1930,1974,
10320,1,江勇,M,1930,1973,
10321,1,江玉,F,1928,1994,
10322,1,江婷,F,1931,2017,
10323,1,江龙熠,M,1931,1995,
10324,1,江凤月,F,1931,2012,
10325,1,江娥,F,1928,2014,
10326,1,江松,M,1928,2002,
10327,1,江凤萍,F,1931,2000,
10328,1,江瑞瑞,F,1926,1972,
10329,1,江凯,M,1930,1973,
10330,1,江红,F,1928,2002,
10331,1,江飞宸,M,1931,2003,
10332,1,江浩,M,1926,1999,
10333,1,江琪,F,1927,2004,
10334,1,江达建,M,1930,2005,
10335,1,江睿,M,1930,2020,
10336,1,江凯,M,1926,1996,
10337,1,江泽,M,1927,1976,
10338,1,江莺,F,1929,1995,
10339,1,江文宸,M,1930,1998,
10340,1,江梅,F,1931,1988,
10341,1,江波,M,1929,1973,
10342,1,江红,F,1927,1967,
10343,1,江荣,F,1930,2018,
10344,1,江海,M,1930,1983,
10345,1,江龙,M,1929,1987,
10346,1,江哲,M,1931,2001,
10347,1,江磊,M,1926,1992,
10348,1,江芬,F,1926,1967,
10349,1,江飞刚,M,1929,1995,
10350,1,江宏,M,1929,2000,
10351,1,江爱,F,1930,2018,
10352,1,江月,F,1930,1981,
10353,1,江熠伟,M,1925,1969,
10354,1,江浩辉,M,1928,2008,
10355,1,江洁怡,F,1925,1994,
10356,1,江娜,F,1929,1969,
10357,1,江娜,F,1927,1985,
10358,1,江杰,M,1930,1981,
10359,1,江佳,F,1929,1981,
10360,1,江毅鸿,M,1927,1996,
10361,1,江烨,M,1926,1971,
10362,1,江琳,F,1930,1975,
10363,1,江刚,M,1931,2021,
10364,1,江磊鸿,M,1931,2004,
10365,1,江勇,M,1929,1971,
10366,1,江颖菊,F,1927,2003,
10367,1,彭怡,F,1931,2017,
10368,1,柳琳,F,1923,,
10369,1,尹瑞菊,F,1927,2008,
10371,1,齐萍,F,1929,2005,
10372,1,夏红,F,1925,2010,
10373,1,林春颖,F,1928,2008,
10374,1,陈荣,F,1931,2009,
10375,1,安瑞,F,1925,1999,
10376,1,曹媛,F,1931,1973,
10377,1,萧芬琪,F,1927,1973,
10378,1,姚璐,F,1928,1997,
10379,1,宋秀梦,F,1925,1991,
10381,1,吴娜,F,1930,1977,
10382,1,蔡莺莺,F,1925,1976,
10383,1,危颖,F,1933,2013,
10384,1,姚芳,F,1926,1990,
10385,1,席玉,F,1923,1997,
10387,1,汪薇,F,1930,2013,
10388,1,朱玉,F,1927,1974,
10389,1,席爱,F,1928,1979,
10390,1,阮珠莲,F,1926,1984,
10391,1,熊莺,F,1925,1989,
10392,1,邱芝娜,F,1928,1999,
10393,1,方芝,F,1926,1984,
10395,1,胡红,F,1927,2001,
10396,1,柳莲秀,F,1924,1966,
10397,1,邱芝,F,1931,1998,
10398,1,蓝瑞,F,1925,1982,
10399,1,席欣,F,1930,2002,
10400,1,王珠,F,1927,2008,
10401,1,范琳,F,1928,2011,
10402,1,于璐霞,F,1933,2013,
10403,1,汪艳璐,F,1932,1992,
10405,1,任珠,F,1931,2007,
10406,1,吴雪芝,F,1927,2017,
10407,1,陶婷,F,1933,1981,
10408,1,郭洁,F,1922,1967,
10409,1,高云,F,1928,1982,
10411,1,黄丽秀,F,1926,1996,
10412,1,常梅,F,1928,1976,
10413,1,冯佳,F,1923,1963,
10414,1,伍红淑,F,1928,1996,
10415,1,罗珠婷,F,1928,1988,
10416,1,钟春瑞,F,1930,2012,
10417,1,颜玲,F,1931,2021,
10418,1,祝洁,F,1927,1967,
10419,1,安蕾,F,1931,1982,
10420,1,鲁琳,F,1925,1968,
10421,1,黄怡,F,1928,1973,
10422,1,卫雅,F,1930,1983,
10423,1,唐玲秀,F,1926,2012,
10424,1,江琪芳,F,1944,2026,
10425,1,江伟建,M,1947,,
10426,1,江健明,M,1946,2026,
10427,1,江丽媛,F,1948,2021,
10428,1,江雪,F,1947,,
10429,1,江鑫,M,1942,2018,
10430,1,江奕,M,1944,2020,
10431,1,江玲洁,F,1942,1982,
10432,1,江磊,M,1945,1996,
10433,1,江毅,M,1947,1991,
10434,1,江玉香,F,1946,1989,
10435,1,江泽,M,1942,1986,
10436,1,江秀,F,1948,2008,
10437,1,江鹏,M,1943,2026,
10438,1,江爱,F,1943,2020,
10439,1,江素月,F,1943,,
10440,1,江伟,M,1944,2026,
10441,1,江杰凯,M,1948,2007,
10442,1,江雅,F,1945,1988,
10443,1,江素,F,1943,2016,
10444,1,江军,M,1944,2026,
10445,1,江玲菊,F,1945,1993,
10446,1,江菊,F,1948,2026,
10447,1,江明,M,1944,1996,
10448,1,江杰泽,M,1946,,
10449,1,江泽涛,M,1948,2007,
10450,1,江春,F,1942,2025,
10451,1,江志昊,M,1947,2000,
10452,1,江鹏斌,M,1945,2026,
10453,1,江莺,F,1942,2010,
10454,1,江珠静,F,1945,,
10455,1,江明海,M,1948,2002,
10456,1,江娜,F,1946,1990,
10457,1,江明刚,M,1943,2011,
10458,1,江雪媛,F,1942,,
10459,1,江斌,M,1942,2009,
10460,1,江雅佳,F,1943,2011,
10461,1,江爱,F,1946,2004,
10462,1,江凯,M,1943,2016,
10463,1,江梅,F,1948,1989,
10464,1,江达,M,1944,2026,
10465,1,江俊志,M,1946,2010,
10466,1,江娥,F,1946,2023,
10467,1,江燕,F,1942,1997,
10468,1,江哲,M,1948,1991,
10469,1,江建,M,1943,2007,
10470,1,江瑶,F,1943,2026,
10471,1,江鸿,M,1946,,
10472,1,江洋浩,M,1943,1988,
10473,1,江刚,M,1942,1982,
10474,1,江昊志,M,1943,2004,
10475,1,江艳,F,1942,,
10476,1,江丽,F,1948,2011,
10477,1,江刚,M,1947,1993,
10478,1,江怡,F,1947,2026,
10479,1,江宏,M,1947,2026,
10480,1,江斌,M,1947,1995,
10481,1,江璐,F,1947,2012,
10482,1,江远毅,M,1942,2002,
10483,1,江兰,F,1942,1991,
10484,1,江昊,M,1944,1989,
10485,1,江芳玲,F,1947,2015,
10486,1,江素,F,1942,2026,
10487,1,江建,M,1945,2009,
10488,1,江毅,M,1942,2026,
10489,1,江勇,M,1947,2015,
10490,1,江勇,M,1942,1988,
10491,1,江莺,F,1945,1989,
10492,1,江昊烨,M,1946,2016,
10493,1,江芝兰,F,1943,2010,
10494,1,江梦,F,1945,2026,
10495,1,江杰毅,M,1947,2002,
10496,1,江驰,M,1942,2024,
10497,1,江红彩,F,1943,,
10498,1,江鹏,M,1942,1989,
10499,1,江芬月,F,1945,2026,
10500,1,江彬,M,1943,1999,
10501,1,江洋鸿,M,1943,2019,
10502,1,江颖,F,1947,,
10503,1,江素,F,1948,2021,
10504,1,江毅,M,1947,2017,
10505,1,江昊毅,M,1945,2010,
10506,1,江佳蕾,F,1946,2026,
10507,1,江云欣,F,1948,1990,
10508,1,江辉,M,1945,2025,
10509,1,江勇宏,M,1944,2026,
10510,1,江鸿,M,1948,,
10511,1,江林毅,M,1946,1993,
10512,1,江淑,F,1946,1992,
10513,1,江林烨,M,1948,2010,
10514,1,江敏琳,F,1945,2015,
10515,1,江鸿轩,M,1942,2003,
