member_id,genealogy_id,name,gender,birth_year,death_year,biography
20130,2,朱惠,F,1759,1832,
20131,2,朱宏海,M,1759,1803,
20132,2,戴芳,F,1761,1803,
20133,2,严萍,F,1754,1829,
20134,2,戴丽,F,1752,1814,
20136,2,蒋怡,F,1757,1828,
20137,2,卫娜,F,1760,1837,
20138,2,唐欣,F,1756,1832,
20139,2,李玉,F,1753,1840,
20141,2,娄素,F,1749,1798,
20142,2,傅莲,F,1751,1791,
20144,2,汪荣菊,F,1756,1822,
20145,2,谢彩,F,1754,1838,
20146,2,严梅兰,F,1757,1811,
20147,2,杜瑶莲,F,1753,1817,
20148,2,蔡春云,F,1750,1802,
20149,2,童佳,F,1757,1800,
20150,2,蓝娥,F,1760,1826,
20151,2,盛霞,F,1755,1834,
20152,2,黄佳,F,1749,1813,
20153,2,田淑玉,F,1754,1795,
20154,2,尹娜,F,1757,1820,
20156,2,冯雅,F,1752,1834,
20157,2,阮瑞秀,F,1758,1819,
20160,2,郑怡薇,F,1750,1817,
20161,2,郝雅,F,1752,1792,
20162,2,韩蕾怡,F,1755,1818,
20163,2,朱卓,M,1773,1852,
20164,2,朱玉,F,1776,1849,
20165,2,朱健,M,1773,1852,
20166,2,朱春,F,1772,1845,
20167,2,朱玲萍,F,1773,1851,
20168,2,朱志,M,1775,1859,
20169,2,朱海,M,1776,1837,
20170,2,朱建建,M,1775,1839,
20171,2,朱芬,F,1774,1864,
20172,2,朱敏,F,1771,1840,
20173,2,朱博,M,1777,1851,
20174,2,朱健宇,M,1774,1859,
20175,2,朱静,F,1771,1822,
20176,2,朱雪佳,F,1777,1851,
20177,2,朱杰,M,1772,1816,
20178,2,朱梦,F,1771,1858,
20179,2,朱轩晨,M,1772,1847,
20180,2,朱怡,F,1774,1831,
20181,2,朱昊泽,M,1775,1840,
20182,2,朱彬,M,1775,1845,
20183,2,朱晨,M,1772,1830,
20184,2,朱志鸿,M,1775,1828,
20185,2,朱波,M,1773,1819,
20186,2,朱芳,F,1771,1815,
20187,2,朱月,F,1773,1832,
20188,2,朱浩,M,1777,1861,
20189,2,朱鑫宏,M,1773,1821,
20190,2,朱荣怡,F,1772,1835,
20191,2,朱博宏,M,1775,1833,
20192,2,朱梦怡,F,1773,1827,
20193,2,朱俊,M,1771,1820,
20194,2,朱天,M,1776,1820,
20195,2,朱静,F,1773,1857,
20196,2,朱波,M,1773,1818,
20197,2,朱杰睿,M,1771,1831,
20198,2,朱博,M,1777,1838,
20199,2,朱媛,F,1772,1855,
20200,2,朱驰,M,1775,1850,
20201,2,朱军,M,1777,1865,
20202,2,朱雪,F,1777,1844,
20203,2,朱荣颖,F,1771,1813,
20204,2,朱婷红,F,1771,1825,
20205,2,朱惠香,F,1774,1814,
20206,2,朱烨波,M,1774,1839,
20207,2,朱鹏,M,1776,1827,
20208,2,朱红,F,1774,1837,
20209,2,朱昊,M,1776,1865,
20210,2,朱凯,M,1773,1858,
20211,2,朱刚,M,1777,1867,
20212,2,朱璐春,F,1774,1860,
20213,2,朱敏,F,1775,1844,
20214,2,朱鸿磊,M,1777,1835,
20215,2,朱霞,F,1777,1850,
20216,2,朱鸿,M,1773,1820,
20217,2,朱珠菊,F,1771,1844,
20218,2,朱娥欣,F,1777,1837,
20219,2,朱睿,M,1777,1846,
20220,2,朱明俊,M,1776,1851,
20221,2,朱海,M,1774,,
20222,2,朱莺,F,1775,1863,
20223,2,朱娜静,F,1776,1824,
20224,2,朱杰,M,1777,,
20225,2,朱辉,M,1771,1849,
20226,2,朱奇,M,1772,1845,
20227,2,朱杰,M,1776,1865,
20228,2,朱淑,F,1776,1820,
20229,2,朱玲,F,1772,1844,
20230,2,朱驰伟,M,1771,1811,
20231,2,朱哲,M,1773,1825,
20232,2,朱艳敏,F,1773,1824,
20233,2,朱林,M,1771,1819,
20234,2,朱雅,F,1775,1865,
20235,2,朱红,F,1775,1825,
20236,2,朱波,M,1775,1827,
20237,2,朱奕,M,1777,1848,
20238,2,朱莺,F,1775,1838,
20239,2,朱颖,F,1773,1814,
20240,2,朱博,M,1777,1833,
20241,2,朱兰爱,F,1771,1825,
20242,2,朱军涛,M,1772,1858,
20243,2,朱欣,F,1774,1857,
20244,2,朱林,M,1774,1861,
20245,2,朱媛颖,F,1772,1822,
20246,2,朱怡琪,F,1776,1825,
20247,2,朱睿泽,M,1773,1823,
20248,2,朱奕,M,1776,1866,
20249,2,朱涛,M,1771,1831,
20250,2,朱娥怡,F,1775,1821,
20251,2,朱龙,M,1772,1823,
20252,2,朱烨,M,1776,1828,
20253,2,朱瑶,F,1776,1822,
20254,2,朱杰建,M,1774,1825,
20255,2,朱娜红,F,1774,1816,
20256,2,夏珠红,F,1774,1860,
20257,2,谢月,F,1775,1865,
20258,2,常彩,F,1768,1818,
20259,2,鲁云丽,F,1775,1843,
20262,2,季芳,F,1771,1840,
20263,2,潘欣,F,1772,1841,
20265,2,贾玲,F,1778,1820,
20266,2,许欣,F,1773,1837,
20267,2,安春,F,1778,1864,
20268,2,梅媛,F,1769,1824,
20270,2,赵香,F,1769,1845,
20271,2,金芝,F,1773,1821,
20272,2,江佳佳,F,1770,1837,
20274,2,邹璐,F,1771,1840,
20275,2,谢惠,F,1772,1825,
20276,2,卫洁,F,1774,1858,
20277,2,姚玉艳,F,1776,1838,
20278,2,严云,F,1776,1862,
20280,2,童洁玉,F,1775,1854,
20281,2,齐媛,F,1774,1845,
20282,2,邹云,F,1779,1828,
20283,2,雷丽洁,F,1772,,
20284,2,周云,F,1777,1853,
20285,2,蔡娜,F,1778,1820,
20286,2,袁惠玲,F,1772,1812,
20287,2,吴娜,F,1774,1857,
20288,2,路璐,F,1772,1853,
20289,2,陈薇,F,1770,1846,
20290,2,马洁凤,F,1777,1821,
20291,2,危蕾颖,F,1772,1820,
20292,2,江婷,F,1771,1821,
20293,2,袁玲,F,1767,1828,
20295,2,黄雅春,F,1770,1828,
20296,2,汤霞梅,F,1773,1851,
20297,2,尹珠,F,1777,1866,
20298,2,陈薇娜,F,1777,1843,
20299,2,于娜,F,1773,1836,
20300,2,颜惠,F,1773,1855,
20303,2,薛燕云,F,1767,1851,
20304,2,朱佳,F,1789,1856,
20305,2,朱燕艳,F,1792,1838,
20306,2,朱俊,M,1794,1857,
20307,2,朱博达,M,1795,1863,
20308,2,朱瑶,F,1790,1847,
20309,2,朱伟俊,M,1791,1840,
20310,2,朱奕,M,1794,1873,
20311,2,朱香,F,1789,1853,
20312,2,朱艳,F,1793,1869,
20313,2,朱翔,M,1795,1866,
20314,2,朱烨,M,1791,1849,
20315,2,朱瑶,F,1795,1877,
20316,2,朱林,M,1794,1874,
20317,2,朱奇,M,1793,1864,
20318,2,朱泽彬,M,1795,1868,
20319,2,朱素,F,1791,1843,
20320,2,朱伟军,M,1789,1837,
20321,2,朱睿达,M,1792,1852,
20322,2,朱瑶,F,1792,1853,
20323,2,朱涛,M,1792,1833,
20324,2,朱斌,M,1795,1871,
20325,2,朱燕,F,1790,1860,
20326,2,朱宇,M,1789,1846,
20327,2,朱红,F,1789,1865,
20328,2,朱明鑫,M,1791,1843,
20329,2,朱晨,M,1795,1843,
20330,2,朱玉,F,1792,1846,
20331,2,朱伟磊,M,1791,1881,
20332,2,朱兰,F,1791,1843,
20333,2,朱宇,M,1795,1883,
20334,2,朱远,M,1789,1873,
20335,2,朱飞志,M,1795,1883,
20336,2,朱娜,F,1791,1840,
20337,2,朱海,M,1794,1843,
20338,2,朱奕,M,1789,1872,
20339,2,朱佳,F,1794,1859,
20340,2,朱文晨,M,1795,1880,
20341,2,朱春,F,1792,1869,
20342,2,朱奇强,M,1791,1871,
20343,2,朱勇,M,1795,1863,
20344,2,朱睿,M,1794,1851,
20345,2,朱鑫昊,M,1790,1878,
20346,2,朱香,F,1791,1833,
20347,2,朱俊刚,M,1790,1862,
20348,2,朱菊兰,F,1790,1853,
20349,2,朱芬燕,F,1791,1846,
20350,2,朱翔,M,1791,1836,
20351,2,朱瑞,F,1794,1844,
20352,2,朱哲,M,1793,1835,
20353,2,朱萍,F,1794,1874,
20354,2,朱玲,F,1792,1873,
20355,2,朱素梦,F,1791,1879,
20356,2,朱烨,M,1795,1878,
20357,2,朱荣,F,1795,1877,
20358,2,朱瑶敏,F,1795,1855,
20359,2,朱强,M,1794,1846,
20360,2,朱鑫,M,1793,1857,
20361,2,朱浩,M,1791,1849,
20362,2,朱宇飞,M,1793,1850,
20363,2,朱芝,F,1794,1865,
20364,2,朱烨,M,1790,1855,
20365,2,朱凤,F,1792,1882,
20366,2,朱强,M,1795,1861,
20367,2,朱香,F,1794,1839,
20368,2,朱轩彬,M,1795,1873,
20369,2,朱浩,M,1792,1838,
20370,2,朱龙海,M,1792,1833,
20371,2,朱梅,F,1793,1863,
20372,2,朱涛,M,1793,1882,
20373,2,朱静彩,F,1792,1877,
20374,2,朱昊,M,1790,1850,
20375,2,朱云,F,1794,1845,
20376,2,朱刚,M,1794,1840,
20377,2,朱红,F,1792,1844,
20378,2,朱蕾颖,F,1792,1874,
20379,2,朱涛,M,1789,1834,
20380,2,朱杰,M,1795,1848,
20381,2,朱春琪,F,1790,1850,
20382,2,朱洁淑,F,1794,1841,
20383,2,朱波,M,1791,1873,
20384,2,朱娥,F,1794,1863,
20385,2,朱蕾,F,1792,1843,
20386,2,朱驰,M,1794,1856,
20387,2,朱明斌,M,1795,1840,
20388,2,朱莲,F,1792,1843,
20389,2,朱松,M,1790,1872,
20390,2,朱龙,M,1792,1836,
20391,2,朱娜,F,1793,1850,
20392,2,朱晨,M,1793,1880,
20393,2,朱飞,M,1794,1863,
20394,2,朱琪,F,1790,1852,
20395,2,朱轩,M,1795,1876,
20396,2,朱鑫,M,1789,1864,
20397,2,朱敏,F,1793,1855,
20398,2,朱云云,F,1791,1867,
20399,2,朱菊惠,F,1790,1857,
20400,2,朱飞,M,1794,1836,
20401,2,朱素,F,1793,1861,
20402,2,朱达,M,1795,1871,
20403,2,朱颖梅,F,1793,1843,
20404,2,朱斌彬,M,1794,1870,
20405,2,朱毅,M,1791,1847,
20406,2,朱怡,F,1790,1877,
20407,2,朱明烨,M,1791,1839,
20408,2,朱燕红,F,1793,1835,
20409,2,朱辉,M,1793,1861,
20410,2,朱翔,M,1792,1844,
20411,2,朱蕾,F,1791,1837,
20412,2,朱玉霞,F,1789,1849,
20413,2,朱磊,M,1792,1834,
20414,2,朱爱,F,1790,1869,
20415,2,朱彬,M,1795,1858,
20416,2,朱珠梦,F,1789,1841,
20417,2,朱俊,M,1790,1853,
20418,2,朱军凯,M,1792,1863,
20419,2,朱博,M,1792,1842,
20420,2,朱勇,M,1795,1847,
20421,2,朱晨,M,1793,1849,
20422,2,朱琳,F,1795,1863,
20423,2,朱静,F,1789,1869,
20424,2,朱辉,M,1792,1839,
20425,2,朱毅,M,1794,1855,
20426,2,朱爱,F,1791,1832,
20427,2,朱林,M,1795,1851,
20428,2,朱凤,F,1792,1859,
20429,2,朱熠,M,1794,1858,
20430,2,朱芝,F,1795,1848,
20431,2,朱哲,M,1791,1863,
20432,2,朱龙,M,1794,1840,
20433,2,朱静彩,F,1793,1835,
20434,2,朱鹏涛,M,1794,1852,
20435,2,朱浩,M,1791,1881,
20436,2,朱琪,F,1794,1862,
20437,2,朱涛,M,1795,1860,
20438,2,朱静,F,1795,1847,
20439,2,朱烨军,M,1791,1838,
20440,2,朱磊志,M,1793,1849,
20441,2,朱松,M,1792,1838,
20442,2,朱欣梦,F,1789,1840,
20443,2,朱驰,M,1791,1866,
20444,2,朱兰,F,1791,1870,
20445,2,朱娜,F,1793,1850,
20446,2,朱鹏,M,1790,1867,
20447,2,朱艳娜,F,1789,1835,
20448,2,朱月艳,F,1789,1859,
20449,2,朱昊,M,1795,1881,
20450,2,朱浩,M,1793,1876,
20451,2,朱淑,F,1794,1870,
20452,2,方雅,F,1794,1855,
20453,2,强洁琪,F,1788,1829,
20454,2,方丽梦,F,1797,1884,
20456,2,江玲,F,1795,1838,
20457,2,柳颖,F,1793,1842,
20458,2,郑婷,F,1790,1857,
20459,2,赵素,F,1794,1843,
20460,2,范媛,F,1791,1858,
20461,2,薛荣,F,1796,1848,
20462,2,袁兰,F,1794,1865,
20463,2,凌素,F,1794,1871,
20464,2,夏梅,F,1792,1870,
20465,2,童芬佳,F,1796,1838,
20467,2,凌瑞,F,1789,1841,
20468,2,傅淑兰,F,1792,1845,
20469,2,骆凤,F,1788,1859,
20470,2,沈瑶,F,1792,1845,
20471,2,邱芬,F,1794,1855,
20472,2,阮霞,F,1791,1879,
20473,2,沈兰,F,1792,1843,
20474,2,夏璐雪,F,1795,1855,
20475,2,常媛,F,1791,1850,
20476,2,伍薇,F,1794,1863,
20477,2,秦凤,F,1792,1873,
20478,2,邱霞,F,1796,1879,
20479,2,梅荣淑,F,1792,1871,
20480,2,方雪,F,1789,1831,
20481,2,贾媛彩,F,1790,1871,
20482,2,郑彩颖,F,1794,1882,
20483,2,麻雪,F,1786,1851,
20484,2,常梦,F,1793,1877,
20485,2,孔秀,F,1788,1847,
20486,2,钱兰,F,1791,1848,
20487,2,刁月,F,1793,1859,
20488,2,何兰,F,1788,1871,
20489,2,屈静琳,F,1794,1850,
20490,2,阮怡,F,1797,1842,
20491,2,麻娥雪,F,1797,1838,
20492,2,贾秀梦,F,1788,1849,
20493,2,汤欣,F,1796,1855,
20494,2,鲁雅,F,1790,1842,
20495,2,娄燕,F,1788,1843,
20496,2,方惠,F,1785,1866,
20497,2,刁蕾蕾,F,1787,1875,
20498,2,邹静,F,1790,1861,
20499,2,娄玉,F,1792,1879,
20500,2,马芝,F,1789,1871,
20501,2,童荣婷,F,1797,1863,
20503,2,舒玉,F,1790,1878,
20504,2,杨爱,F,1786,1830,
20505,2,纪婷,F,1796,1852,
20506,2,阮艳,F,1792,1849,
20507,2,鲁娜菊,F,1792,1845,
20508,2,安梦红,F,1790,1864,
20509,2,汪艳玉,F,1793,1863,
20511,2,娄爱,F,1792,1878,
20512,2,金淑,F,1795,1851,
20513,2,马云月,F,1792,1877,
20514,2,夏萍瑶,F,1791,1841,
20515,2,赵琪雅,F,1796,1850,
20516,2,赵春,F,1790,1874,
20517,2,曹彩琳,F,1794,1883,
20518,2,朱红,F,1812,1861,
20519,2,朱达,M,1812,1866,
20520,2,朱洋,M,1813,1876,
20521,2,朱霞莺,F,1811,1861,
20522,2,朱宇松,M,1807,1889,
20523,2,朱博,M,1811,,
20524,2,朱敏,F,1812,1889,
20525,2,朱宇,M,1809,1864,
20526,2,朱强,M,1808,1898,
20527,2,朱勇,M,1813,1872,
20528,2,朱松,M,1808,,
20529,2,朱静香,F,1808,1873,
20530,2,朱秀,F,1807,1864,
20531,2,朱洁素,F,1809,1875,
20532,2,朱萍,F,1811,1882,
20533,2,朱杰,M,1807,1895,
20534,2,朱强浩,M,1807,1874,
20535,2,朱芬,F,1808,1854,
20536,2,朱志,M,1811,1899,
20537,2,朱伟,M,1810,1864,
20538,2,朱红瑶,F,1810,1866,
20539,2,朱梅,F,1811,1867,
20540,2,朱伟龙,M,1808,1869,
20541,2,朱淑,F,1807,1894,
20542,2,朱驰,M,1808,1857,
20543,2,朱香雅,F,1812,1882,
20544,2,朱波,M,1810,1865,
20545,2,朱天,M,1813,1856,
20546,2,朱玲,F,1812,1856,
20547,2,朱熠,M,1808,1876,
20548,2,朱梅,F,1811,1893,
20549,2,朱松,M,1810,1893,
20550,2,朱俊,M,1810,1864,
20551,2,朱娜红,F,1809,1856,
20552,2,朱飞,M,1808,1867,
20553,2,朱萍,F,1809,1861,
20554,2,朱梦静,F,1811,1865,
20555,2,朱涛,M,1809,1868,
20556,2,朱伟,M,1813,1863,
20557,2,朱宇,M,1807,1888,
20558,2,朱璐春,F,1808,1860,
20559,2,朱菊,F,1810,1855,
20560,2,朱萍,F,1813,1901,
20561,2,朱波,M,1813,1900,
20562,2,朱春,F,1812,1902,
20563,2,朱明,M,1810,1898,
20564,2,朱辉涛,M,1812,1877,
20565,2,朱晨,M,1807,1855,
20566,2,朱玲菊,F,1811,1886,
20567,2,朱欣,F,1813,1869,
20568,2,朱志涛,M,1808,1897,
20569,2,朱雅,F,1809,1872,
20570,2,朱鹏,M,1807,1897,
20571,2,朱奕,M,1810,1891,
20572,2,朱勇,M,1809,1886,
20573,2,朱瑶莺,F,1811,1884,
20574,2,朱爱,F,1812,1895,
20575,2,朱明,M,1810,1879,
20576,2,朱凤,F,1808,1864,
20577,2,朱哲,M,1813,1853,
20578,2,朱莲佳,F,1810,1862,
20579,2,朱明,M,1808,1851,
20580,2,朱兰菊,F,1809,1883,
20581,2,朱烨松,M,1808,1882,
20582,2,朱玉,F,1812,1871,
20583,2,朱晨,M,1811,1894,
20584,2,朱云,F,1813,1865,
20585,2,朱辉,M,1812,1895,
20586,2,朱菊香,F,1810,1855,
20587,2,朱鑫伟,M,1809,1867,
20588,2,朱雪,F,1813,1882,
20589,2,朱磊,M,1807,1897,
20590,2,朱刚,M,1812,1902,
20591,2,朱香,F,1809,1875,
20592,2,朱春素,F,1809,1851,
20593,2,朱强,M,1808,1864,
20594,2,朱芳彩,F,1811,1897,
20595,2,朱波达,M,1811,1856,
20596,2,朱红,F,1807,1851,
20597,2,朱浩远,M,1813,1891,
20598,2,朱洋,M,1810,1862,
20599,2,朱爱,F,1810,1873,
20600,2,朱月,F,1811,1860,
20601,2,朱军哲,M,1812,1899,
20602,2,朱洋,M,1809,1868,
20603,2,朱霞,F,1809,1876,
20604,2,朱文,M,1810,1861,
20605,2,朱宇,M,1807,1875,
20606,2,朱芳敏,F,1813,1895,
20607,2,朱达军,M,1807,1887,
20608,2,朱丽,F,1808,1866,
20609,2,朱芳怡,F,1807,1867,
20610,2,朱雪,F,1807,1893,
20611,2,朱兰,F,1809,1859,
20612,2,朱素,F,1812,1901,
20613,2,朱红,F,1809,1883,
20614,2,朱凯,M,1807,1881,
20615,2,朱怡,F,1811,1895,
20616,2,朱建,M,1808,1885,
20617,2,朱奕鑫,M,1809,1880,
20618,2,朱洁,F,1809,1855,
20619,2,朱翔,M,1810,1896,
20620,2,朱奕,M,1813,1901,
20621,2,朱驰,M,1807,1883,
20622,2,朱荣,F,1812,1863,
20623,2,朱娥琪,F,1809,1885,
20624,2,朱浩,M,1812,1901,
20625,2,朱鑫,M,1811,1901,
20626,2,朱薇,F,1811,1893,
20627,2,朱兰,F,1807,1869,
20628,2,朱哲毅,M,1811,1862,
20629,2,朱卓,M,1810,1878,
20630,2,朱薇,F,1809,1872,
20631,2,朱秀,F,1810,1858,
20632,2,朱娜珠,F,1811,1882,
20633,2,朱辉,M,1813,1856,
20634,2,朱彬鸿,M,1810,1884,
20635,2,朱哲军,M,1813,1893,
20636,2,朱荣,F,1811,1888,
20637,2,朱梦,F,1812,1857,
20638,2,朱杰,M,1807,1862,
20639,2,朱杰,M,1808,1877,
20640,2,朱薇,F,1810,1896,
20641,2,朱云梦,F,1807,1871,
20642,2,朱秀,F,1813,1874,
20643,2,朱磊明,M,1812,1862,
20644,2,朱香,F,1809,1852,
20645,2,朱天彬,M,1810,1851,
20646,2,朱卓,M,1813,1866,
20647,2,朱翔,M,1808,1852,
20648,2,朱芳凤,F,1807,1864,
20649,2,朱香,F,1810,1877,
20650,2,朱奇泽,M,1812,1880,
20651,2,朱涛,M,1810,1866,
20652,2,朱媛,F,1807,1885,
20653,2,朱凤菊,F,1810,1857,
20654,2,朱莲梅,F,1807,1867,
20655,2,朱波,M,1813,1871,
20656,2,朱斌,M,1812,1882,
20657,2,朱睿达,M,1807,1857,
20658,2,朱毅,M,1810,1863,
20659,2,朱雅梅,F,1811,1882,
20660,2,朱凯,M,1813,1883,
20661,2,朱红芝,F,1811,1871,
20662,2,朱燕芳,F,1808,1894,
20663,2,朱达,M,1808,1853,
20664,2,朱龙,M,1809,1871,
20665,2,朱洁,F,1812,1861,
20666,2,朱琪,F,1807,1874,
20667,2,朱明,M,1812,1887,
20668,2,朱明文,M,1811,1869,
20669,2,朱志,M,1808,1894,
20670,2,朱璐,F,1812,1858,
20671,2,朱俊海,M,1807,1878,
20672,2,朱雪,F,1807,1873,
20673,2,朱文,M,1808,1892,
20674,2,朱晨,M,1809,1854,
20675,2,朱瑶,F,1810,1864,
20676,2,朱熠昊,M,1807,1869,
20677,2,朱浩,M,1810,1864,
20678,2,朱凤媛,F,1810,1888,
20679,2,朱天,M,1813,,
20680,2,朱玲燕,F,1810,1871,
20681,2,朱涛,M,1810,1854,
20682,2,朱凯,M,1808,1876,
20683,2,朱建,M,1807,1859,
20684,2,朱敏,F,1808,,
20685,2,朱凯,M,1811,1899,
20686,2,朱荣婷,F,1811,1899,
20687,2,朱磊,M,1809,1865,
20688,2,朱燕婷,F,1813,1895,
20689,2,朱卓浩,M,1811,1899,
20690,2,朱翔,M,1812,1891,
20691,2,朱雪,F,1810,1877,
20692,2,朱颖,F,1810,1879,
20693,2,朱远建,M,1808,1878,
20694,2,朱松,M,1811,1871,
20695,2,朱鹏,M,1808,1895,
20696,2,朱兰婷,F,1807,1892,
20697,2,朱玉佳,F,1810,1852,
20698,2,朱涛,M,1808,1879,
20699,2,朱健,M,1810,1890,
20700,2,朱博,M,1812,1853,
20701,2,朱怡,F,1809,1853,
20702,2,朱哲,M,1808,1895,
20703,2,朱梦,F,1813,1883,
20704,2,朱远晨,M,1808,1894,
20705,2,朱雪,F,1809,1873,
20706,2,朱敏,F,1813,1874,
20707,2,朱海,M,1808,1852,
20708,2,朱宸驰,M,1812,1858,
20709,2,朱薇,F,1807,1870,
20710,2,朱文驰,M,1809,1858,
20711,2,朱敏欣,F,1807,1895,
20712,2,朱健刚,M,1812,1898,
20713,2,朱兰艳,F,1812,1852,
20714,2,朱娜,F,1808,1860,
20715,2,朱奇,M,1812,1862,
20716,2,朱远,M,1812,1896,
20717,2,朱怡瑞,F,1809,1880,
20718,2,朱凤,F,1810,1877,
20719,2,朱卓杰,M,1812,1892,
20720,2,朱翔宏,M,1809,1874,
20721,2,朱刚,M,1811,1882,
20722,2,朱奇军,M,1809,1855,
20723,2,朱蕾惠,F,1807,1882,
20724,2,朱敏,F,1807,1888,
20725,2,朱鸿,M,1813,1896,
20726,2,朱泽,M,1812,1902,
20727,2,朱玲,F,1807,1858,
20728,2,朱松,M,1809,1881,
20729,2,朱晨宸,M,1812,1877,
20730,2,朱颖怡,F,1810,1883,
20731,2,朱飞,M,1807,1854,
20732,2,朱彩雪,F,1810,1873,
20733,2,朱淑,F,1812,1863,
20734,2,朱轩,M,1812,1863,
20735,2,朱薇芝,F,1813,1856,
20736,2,朱鹏,M,1809,1864,
20737,2,戴红,F,1806,1862,
20738,2,项蕾月,F,1812,1889,
20739,2,严欣芬,F,1804,1854,
20741,2,安红,F,1814,1854,
20742,2,颜洁,F,1809,1857,
20743,2,陈素佳,F,1804,1891,
