member_id,genealogy_id,name,gender,birth_year,death_year,biography
30270,3,伍彩,F,1651,1710,
30271,3,伍明,M,1653,1738,
30272,3,伍轩松,M,1654,1721,
30273,3,伍兰梅,F,1655,1729,
30274,3,伍彬,M,1654,1722,
30275,3,伍颖梦,F,1656,1720,
30276,3,伍彬,M,1652,1729,
30277,3,伍泽松,M,1652,1707,
30278,3,伍秀琪,F,1654,1722,
30279,3,伍佳,F,1651,1738,
30280,3,伍芳,F,1654,1732,
30281,3,伍鸿杰,M,1652,1709,
30282,3,伍勇,M,1655,1703,
30283,3,伍奇宏,M,1655,1704,
30284,3,伍健,M,1651,1698,
30285,3,伍蕾,F,1653,1702,
30286,3,伍轩,M,1651,1727,
30287,3,夏丽,F,1651,1727,
30288,3,冯琪,F,1655,1705,
30289,3,沈莺,F,1654,1738,
30291,3,雷芬,F,1653,1741,
30292,3,黄梦,F,1649,1732,
30293,3,罗娥香,F,1652,1703,
30295,3,蔡丽,F,1653,1715,
30296,3,尹芬,F,1655,1707,
30297,3,韩梦,F,1653,1696,
30298,3,许玲,F,1656,1713,
30299,3,彭洁,F,1648,1719,
30300,3,项薇,F,1653,1722,
30301,3,夏玲,F,1655,1695,
30302,3,颜雪,F,1653,1738,
30303,3,路雪,F,1653,1708,
30304,3,谢怡霞,F,1653,1703,
30305,3,阮淑,F,1657,1711,
30307,3,江琪玲,F,1659,1703,
30308,3,王莺,F,1653,1698,
30309,3,孔珠琪,F,1652,1703,
30310,3,江莲颖,F,1650,1715,
30311,3,尹媛,F,1654,1719,
30312,3,娄薇,F,1656,1714,
30314,3,李梦,F,1650,1714,
30315,3,郝怡,F,1654,1696,
30316,3,秦丽,F,1651,1699,
30317,3,刁玉,F,1655,1703,
30318,3,宋洁,F,1653,1733,
30319,3,麻艳,F,1650,1704,
30320,3,危瑞,F,1654,1708,
30321,3,舒静,F,1651,1701,
30322,3,盛素,F,1659,1737,
30323,3,范梦,F,1652,1733,
30324,3,雷静菊,F,1651,1692,
30325,3,袁芳,F,1650,1719,
30326,3,汪芳,F,1652,1726,
30328,3,郝淑,F,1652,1729,
30329,3,林莺,F,1655,1721,
30330,3,钟菊,F,1653,1728,
30331,3,梅凤爱,F,1647,1737,
30332,3,吴娥,F,1655,1715,
30334,3,曹艳,F,1654,1703,
30335,3,王爱瑞,F,1653,1699,
30336,3,纪惠,F,1649,1724,
30338,3,伍雅,F,1669,1713,
30339,3,伍凤,F,1673,1725,
30340,3,伍睿,M,1673,1743,
30341,3,伍瑶,F,1670,,
30342,3,伍鸿熠,M,1670,1759,
30343,3,伍爱婷,F,1670,1729,
30344,3,伍欣,F,1672,1744,
30345,3,伍天,M,1674,1755,
30346,3,伍波,M,1669,1746,
30347,3,伍雅,F,1673,1749,
30348,3,伍奕达,M,1673,1733,
30349,3,伍瑞芳,F,1673,1725,
30350,3,伍刚,M,1673,1727,
30351,3,伍鑫,M,1670,1740,
30352,3,伍莺,F,1670,1760,
30353,3,伍凯,M,1671,1735,
30354,3,伍轩,M,1671,1750,
30355,3,伍芝彩,F,1673,1739,
30356,3,伍天,M,1675,1728,
30357,3,伍萍,F,1672,1719,
30358,3,伍熠,M,1672,1715,
30359,3,伍芳怡,F,1672,1716,
30360,3,伍彬,M,1669,1724,
30361,3,伍莺,F,1671,1735,
30362,3,伍梅霞,F,1673,1713,
30363,3,伍波,M,1670,1735,
30364,3,伍薇玲,F,1673,1738,
30365,3,伍明,M,1671,1747,
30366,3,伍涛,M,1671,1754,
30367,3,伍佳,F,1673,1731,
30368,3,伍莲,F,1669,1710,
30369,3,伍建远,M,1673,1720,
30370,3,伍健,M,1671,1745,
30371,3,伍云,F,1669,1740,
30372,3,伍静,F,1674,1732,
30373,3,伍天,M,1673,1729,
30374,3,伍俊,M,1673,1740,
30375,3,伍达洋,M,1674,1763,
30376,3,伍芳,F,1671,1726,
30377,3,伍天波,M,1670,1743,
30378,3,伍玉佳,F,1670,1749,
30379,3,伍敏,F,1671,1715,
30380,3,伍菊荣,F,1671,1713,
30381,3,伍奕,M,1673,1739,
30382,3,伍春,F,1670,1742,
30383,3,伍霞颖,F,1673,1748,
30384,3,伍志,M,1669,1743,
30385,3,伍宇,M,1670,1734,
30386,3,伍松凯,M,1675,1717,
30387,3,伍琪,F,1670,1758,
30388,3,伍宸,M,1671,1718,
30389,3,伍彬,M,1673,1760,
30390,3,伍海,M,1669,1725,
30391,3,伍彬宸,M,1671,1747,
30392,3,伍彩媛,F,1672,1727,
30393,3,伍刚,M,1669,1738,
30394,3,伍睿,M,1673,1742,
30395,3,伍文林,M,1670,1716,
30396,3,伍敏,F,1672,1741,
30397,3,伍昊,M,1672,1753,
30398,3,伍驰,M,1674,1717,
30399,3,伍春,F,1671,1724,
30400,3,伍静,F,1675,1761,
30401,3,伍莲,F,1673,1719,
30402,3,伍燕,F,1674,1761,
30403,3,伍洋志,M,1671,1736,
30404,3,伍凯龙,M,1672,1728,
30405,3,伍林志,M,1669,1718,
30406,3,伍晨翔,M,1674,1740,
30407,3,伍雪,F,1670,1711,
30408,3,伍飞宇,M,1670,1757,
30409,3,伍丽,F,1670,1741,
30410,3,伍静颖,F,1669,1731,
30411,3,伍宸昊,M,1671,1743,
30412,3,伍洁琪,F,1674,1731,
30413,3,伍磊熠,M,1672,1753,
30414,3,伍飞,M,1671,1758,
30415,3,伍刚,M,1671,1754,
30416,3,伍睿博,M,1672,1714,
30417,3,伍刚,M,1670,1744,
30418,3,伍霞,F,1670,1747,
30419,3,伍鑫,M,1675,1761,
30420,3,伍琳,F,1675,1741,
30421,3,伍文,M,1674,1730,
30422,3,伍熠,M,1672,1724,
30423,3,伍娥瑞,F,1675,1746,
30424,3,伍鑫,M,1671,1724,
30425,3,伍颖,F,1674,1758,
30426,3,伍强烨,M,1671,1711,
30427,3,伍卓,M,1669,1735,
30428,3,伍雅,F,1671,1721,
30429,3,伍轩,M,1671,1725,
30430,3,伍轩,M,1674,1724,
30431,3,伍蕾,F,1674,1744,
30432,3,伍昊,M,1674,1757,
30433,3,伍奕辉,M,1674,1748,
30434,3,伍博,M,1670,1724,
30435,3,伍辉,M,1672,1730,
30436,3,伍烨,M,1672,1720,
30437,3,伍香,F,1674,1738,
30438,3,伍春,F,1674,1732,
30439,3,伍凯,M,1674,1740,
30440,3,伍鑫,M,1669,1751,
30441,3,伍婷,F,1672,1743,
30442,3,伍宏,M,1669,1709,
30443,3,伍波,M,1671,1754,
30444,3,伍怡,F,1675,1723,
30445,3,伍玉萍,F,1670,1736,
30446,3,伍娥,F,1675,1745,
30447,3,伍薇雅,F,1669,1750,
30448,3,伍凯波,M,1675,1747,
30449,3,伍天,M,1672,1760,
30450,3,伍鑫,M,1672,1759,
30451,3,伍婷,F,1674,1722,
30452,3,伍莺,F,1669,1728,
30453,3,伍泽,M,1673,1762,
30454,3,伍秀,F,1673,1741,
30455,3,伍林,M,1675,1725,
30456,3,伍梦,F,1674,1739,
30457,3,伍昊,M,1670,1722,
30458,3,伍欣佳,F,1675,1736,
30459,3,伍飞,M,1669,1743,
30460,3,伍怡,F,1670,1758,
30461,3,伍轩,M,1675,1727,
30462,3,伍媛,F,1671,1735,
30463,3,伍俊,M,1675,1719,
30464,3,伍雅素,F,1672,1748,
30465,3,伍璐玲,F,1670,1748,
30466,3,伍兰,F,1669,1718,
30467,3,伍欣菊,F,1673,1718,
30468,3,伍明志,M,1671,1739,
30469,3,伍飞松,M,1669,1742,
30470,3,伍春霞,F,1671,1721,
30471,3,伍蕾,F,1675,1736,
30472,3,伍燕,F,1673,1755,
30473,3,伍宏,M,1670,1711,
30474,3,伍珠,F,1673,1731,
30475,3,伍琳,F,1675,,
30476,3,伍洁,F,1669,1756,
30477,3,伍素凤,F,1673,1755,
30478,3,伍奇,M,1674,1736,
30479,3,伍凤,F,1674,1740,
30480,3,伍昊宇,M,1669,1757,
30481,3,伍宸,M,1673,1753,
30482,3,伍哲,M,1669,1712,
30483,3,伍泽俊,M,1670,1724,
30484,3,伍璐莲,F,1673,1724,
30485,3,伍雅,F,1672,1727,
30486,3,伍文,M,1669,1752,
30487,3,伍志,M,1670,1710,
30488,3,伍雅,F,1670,1757,
30489,3,伍惠洁,F,1674,1751,
30490,3,伍睿烨,M,1670,1737,
30491,3,伍俊浩,M,1672,1761,
30492,3,伍奇,M,1669,1740,
30493,3,伍刚,M,1672,1725,
30494,3,伍龙,M,1670,1734,
30495,3,伍芬,F,1673,1760,
30496,3,伍林,M,1672,1745,
30497,3,伍飞彬,M,1673,1735,
30498,3,伍丽,F,1670,1712,
30499,3,伍洋,M,1674,1734,
30500,3,伍建,M,1672,1752,
30501,3,伍梅静,F,1673,1759,
30502,3,伍霞媛,F,1670,1730,
30503,3,伍娜,F,1671,1738,
30504,3,伍丽,F,1669,1724,
30505,3,伍宇,M,1675,1756,
30506,3,伍丽芝,F,1675,1742,
30507,3,伍海翔,M,1675,1746,
30508,3,伍璐,F,1671,1748,
30509,3,伍波,M,1671,1715,
30510,3,伍欣,F,1672,1752,
30511,3,伍远,M,1669,1747,
30512,3,伍欣芬,F,1675,1749,
30513,3,伍兰,F,1673,1723,
30514,3,伍娜欣,F,1675,1753,
30515,3,伍静,F,1675,1732,
30516,3,伍鹏凯,M,1672,1730,
30517,3,田颖,F,1676,1720,
30518,3,郝丽,F,1674,1714,
30519,3,熊佳,F,1671,1732,
30520,3,江爱,F,1666,1729,
30521,3,戴云,F,1677,1721,
30522,3,郝芬芝,F,1668,1737,
30523,3,邱颖,F,1672,1756,
30524,3,樊琳洁,F,1671,1755,
30526,3,魏琪,F,1669,1717,
30528,3,项艳,F,1669,1738,
30530,3,杜娥,F,1670,1718,
30532,3,郭媛,F,1671,1751,
30533,3,赵静惠,F,1672,1735,
30534,3,陶媛莺,F,1676,1728,
30535,3,梅敏,F,1673,1751,
30536,3,曹芬凤,F,1671,1733,
30537,3,危洁,F,1674,1760,
30538,3,胡月彩,F,1667,1752,
30539,3,陶媛素,F,1675,1740,
30540,3,齐月,F,1673,1727,
30541,3,罗红,F,1672,1737,
30543,3,杨爱,F,1670,1741,
30544,3,娄秀,F,1671,1761,
30545,3,王佳,F,1669,1746,
30546,3,盛香,F,1673,1740,
30547,3,康凤,F,1670,1749,
30548,3,江静敏,F,1669,1752,
30549,3,张琪,F,1669,1751,
30550,3,毛瑞霞,F,1670,1721,
30551,3,阮兰,F,1673,1733,
30552,3,樊淑,F,1667,1732,
30553,3,凌淑,F,1672,1716,
30554,3,曹玲,F,1667,1730,
30556,3,汤丽,F,1669,1717,
30559,3,席琪洁,F,1672,1714,
30560,3,曹敏,F,1671,1728,
30561,3,安洁,F,1668,1723,
30563,3,沈云,F,1670,1736,
30564,3,邱芳颖,F,1668,1731,
30565,3,卫洁,F,1672,1737,
30566,3,娄梦,F,1672,1746,
30568,3,彭珠,F,1667,1749,
30569,3,娄敏琪,F,1668,1709,
30571,3,董菊,F,1676,1721,
30572,3,江洁,F,1670,1744,
30573,3,蔡璐,F,1668,1758,
30574,3,余玲,F,1672,1737,
30575,3,吴秀,F,1669,1740,
30576,3,陈红,F,1670,1755,
30577,3,任爱,F,1671,1746,
30578,3,贾莺,F,1675,1738,
30579,3,马雪,F,1667,1736,
30580,3,蒋菊,F,1670,1733,
30581,3,赵爱,F,1671,1712,
30582,3,张菊,F,1669,1747,
30583,3,傅洁,F,1671,1731,
30584,3,宋珠,F,1665,1742,
30585,3,常香,F,1675,1717,
30586,3,项洁,F,1677,1750,
30587,3,安雅,F,1671,1725,
30588,3,谢惠,F,1668,1713,
30589,3,朱莺,F,1674,1719,
30590,3,方珠,F,1669,1738,
30591,3,危素蕾,F,1673,1737,
30592,3,阮璐,F,1670,1728,
30593,3,唐静,F,1673,1717,
30594,3,蒋艳敏,F,1667,1720,
30595,3,伍云,F,1693,1781,
30596,3,伍宸毅,M,1688,1749,
30597,3,伍鹏,M,1692,1776,
30598,3,伍宸,M,1688,1752,
30599,3,伍龙,M,1687,1768,
30600,3,伍玲,F,1690,1770,
30601,3,伍建,M,1688,1769,
30602,3,伍敏,F,1690,1733,
30603,3,伍波松,M,1688,1746,
30604,3,伍雪,F,1690,1731,
30605,3,伍涛,M,1692,1771,
30606,3,伍怡,F,1690,1760,
30607,3,伍奕文,M,1687,1742,
30608,3,伍洋,M,1691,1758,
30609,3,伍霞,F,1692,1737,
30610,3,伍丽玉,F,1690,1746,
30611,3,伍鑫明,M,1687,1763,
30612,3,伍月,F,1688,1773,
30613,3,伍泽杰,M,1687,1766,
30614,3,伍远,M,1692,1781,
30615,3,伍媛香,F,1691,1772,
30616,3,伍达,M,1688,1771,
30617,3,伍志,M,1689,1747,
30618,3,伍建,M,1687,1751,
30619,3,伍雪,F,1688,1764,
30620,3,伍瑞,F,1690,1774,
30621,3,伍毅,M,1693,1766,
30622,3,伍龙,M,1688,1761,
30623,3,伍珠璐,F,1693,1776,
30624,3,伍晨,M,1693,1769,
30625,3,伍鹏勇,M,1692,1776,
30626,3,伍伟宸,M,1691,1760,
30627,3,伍爱菊,F,1693,1763,
30628,3,伍鑫,M,1692,,
30629,3,伍媛,F,1688,1767,
30630,3,伍奕,M,1690,1768,
30631,3,伍菊玉,F,1688,1745,
30632,3,伍军,M,1689,1753,
30633,3,伍文,M,1692,1782,
30634,3,伍志,M,1692,1769,
30635,3,伍宏,M,1687,1772,
30636,3,伍彩素,F,1688,1774,
30637,3,伍娥,F,1690,1759,
30638,3,伍建,M,1691,1736,
30639,3,伍磊,M,1693,1767,
30640,3,伍博,M,1688,1739,
30641,3,伍达伟,M,1693,1734,
30642,3,伍春,F,1690,1753,
30643,3,伍奕,M,1689,1761,
30644,3,伍琪,F,1688,1764,
30645,3,伍梦,F,1690,1779,
30646,3,伍毅军,M,1689,1760,
30647,3,伍鸿,M,1693,1755,
30648,3,伍泽,M,1688,1754,
30649,3,伍敏,F,1692,1767,
30650,3,伍博,M,1693,1748,
30651,3,伍婷,F,1689,1745,
30652,3,伍凯,M,1692,1754,
30653,3,伍飞,M,1689,1733,
30654,3,伍媛,F,1693,1737,
30655,3,伍海,M,1693,1747,
30656,3,伍晨,M,1687,1760,
30657,3,伍莲,F,1693,1767,
30658,3,伍奕,M,1690,1767,
30659,3,伍敏,F,1687,1759,
30660,3,伍宸,M,1690,1749,
30661,3,伍军,M,1689,1741,
30662,3,伍军,M,1693,1752,
30663,3,伍红梅,F,1688,1770,
30664,3,伍杰,M,1688,1741,
30665,3,伍宸,M,1690,1779,
30666,3,伍玲,F,1690,1750,
30667,3,伍鹏,M,1692,1741,
30668,3,伍健,M,1689,1731,
30669,3,伍宇,M,1688,1740,
30670,3,伍萍,F,1692,,
30671,3,伍浩,M,1691,1746,
30672,3,伍兰,F,1692,1760,
30673,3,伍芳琳,F,1690,1763,
30674,3,伍博,M,1692,1773,
30675,3,伍波,M,1692,1739,
30676,3,伍泽,M,1687,1763,
30677,3,伍梅,F,1689,1732,
30678,3,伍文,M,1692,1771,
30679,3,伍博磊,M,1688,1752,
30680,3,伍伟,M,1688,1741,
30681,3,伍珠霞,F,1687,1749,
30682,3,伍奕,M,1691,1739,
30683,3,伍月玲,F,1691,1763,
30684,3,伍芳荣,F,1691,1749,
30685,3,伍烨杰,M,1689,1738,
30686,3,伍毅,M,1691,1741,
30687,3,伍彬,M,1687,1747,
30688,3,伍霞,F,1692,,
30689,3,伍瑞,F,1689,1758,
30690,3,伍睿波,M,1690,1756,
30691,3,伍军,M,1689,1756,
30692,3,伍雅,F,1692,1745,
30693,3,伍月珠,F,1687,1748,
30694,3,伍萍惠,F,1689,1776,
30695,3,伍海,M,1692,1744,
30696,3,伍松文,M,1687,1737,
30697,3,伍素,F,1691,1736,
30698,3,伍明伟,M,1693,1778,
30699,3,伍月,F,1689,1763,
30700,3,伍波,M,1693,1774,
30701,3,伍怡,F,1692,1744,
30702,3,伍涛鑫,M,1693,1757,
30703,3,伍凯龙,M,1693,1741,
30704,3,伍宸,M,1689,1729,
30705,3,伍泽,M,1693,1773,
30706,3,伍兰,F,1693,1768,
30707,3,伍奕熠,M,1690,1747,
30708,3,伍毅松,M,1691,1747,
30709,3,伍飞,M,1687,1736,
30710,3,伍莲,F,1693,1739,
30711,3,伍洋,M,1693,1743,
30712,3,伍斌龙,M,1688,1764,
30713,3,伍轩宇,M,1691,1765,
30714,3,伍哲宇,M,1688,1750,
30715,3,伍怡丽,F,1691,1737,
30716,3,伍翔洋,M,1690,1763,
30717,3,伍杰飞,M,1693,1769,
30718,3,伍瑞,F,1688,1738,
30719,3,伍玉瑞,F,1688,1743,
30720,3,伍奇,M,1692,1746,
30721,3,伍卓,M,1688,1737,
30722,3,伍彬,M,1690,1733,
30723,3,伍梅,F,1689,1730,
30724,3,伍飞,M,1689,1735,
30725,3,伍云,F,1689,1767,
30726,3,伍飞,M,1689,1732,
30727,3,伍淑,F,1691,1756,
30728,3,伍建,M,1688,1772,
30729,3,伍浩,M,1691,1743,
30730,3,伍燕,F,1691,1772,
30731,3,伍洋,M,1689,1760,
30732,3,伍芝,F,1688,1777,
30733,3,伍秀,F,1690,1770,
30734,3,伍健,M,1688,1766,
30735,3,伍泽,M,1692,1761,
30736,3,伍颖,F,1691,1766,
30737,3,伍琳,F,1690,1778,
30738,3,伍鑫龙,M,1693,1751,
30739,3,伍磊建,M,1692,1740,
30740,3,伍宇,M,1688,1758,
30741,3,伍鹏,M,1687,1774,
30742,3,伍薇,F,1687,1771,
30743,3,伍凯,M,1693,1734,
30744,3,伍强远,M,1689,1775,
30745,3,伍娥婷,F,1693,1755,
30746,3,伍泽,M,1690,1756,
